Customer,"UCSB"
Date Range,01/01/2022 - 01/31/2022
Hour Range,0 - 24
Days of the Week,"Mon - Sun"
Time Interval, 1h

Location,Timestamp,Average Occupancy,Peak Occupancy,Time Interval,Location Path
UCSB Library,01/14/2022 17:00,326,374,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 18:00,224,285,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 19:00,84,162,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 20:00,31,43,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 21:00,6,9,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 22:00,6,10,1hour,UCSB > UCSB Library
UCSB Library,01/14/2022 23:00,5,6,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 00:00,6,9,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 01:00,6,7,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 02:00,6,8,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 03:00,6,7,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 04:00,5,7,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 05:00,5,7,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 06:00,5,7,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 07:00,6,7,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 08:00,5,7,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 09:00,6,7,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 10:00,12,22,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 11:00,36,51,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 12:00,113,165,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 13:00,178,206,1hour,UCSB > UCSB Library
UCSB Library,01/15/2022 14:00,227,248,1hour,UCSB > UCSB Library
