Customer,"UCSB"
Date Range,03/01/2022 - 03/31/2022
Hour Range,0 - 24
Days of the Week,"Mon - Sun"
Time Interval, 1h

Location,Timestamp,Average Occupancy,Peak Occupancy,Time Interval,Location Path
UCSB Library,03/08/2022 16:00,2528,2818,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 17:00,2223,2516,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 18:00,1818,1958,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 19:00,1533,1666,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 20:00,1629,1797,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 21:00,1656,1739,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 22:00,1313,1582,1hour,UCSB > UCSB Library
UCSB Library,03/08/2022 23:00,885,1149,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 00:00,565,713,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 01:00,388,461,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 02:00,274,321,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 03:00,196,248,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 04:00,107,165,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 05:00,58,71,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 06:00,43,49,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 07:00,65,147,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 08:00,251,419,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 09:00,652,900,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 10:00,1259,1591,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 11:00,1786,1894,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 12:00,2091,2405,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 13:00,2551,2697,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 14:00,2801,2981,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 15:00,2926,3056,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 16:00,2759,2926,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 17:00,2341,2515,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 18:00,2131,2275,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 19:00,1946,2142,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 20:00,2069,2125,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 21:00,1891,2084,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 22:00,1702,1877,1hour,UCSB > UCSB Library
UCSB Library,03/09/2022 23:00,1293,1576,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 00:00,714,1009,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 01:00,432,562,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 02:00,268,374,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 03:00,146,198,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 04:00,82,122,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 05:00,47,57,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 06:00,35,43,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 07:00,59,115,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 08:00,214,339,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 09:00,622,794,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 10:00,1171,1494,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 11:00,1537,1615,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 12:00,2064,2268,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 13:00,2233,2519,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 14:00,2517,2777,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 15:00,2669,2817,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 16:00,2537,2669,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 17:00,2142,2430,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 18:00,1779,1931,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 19:00,1730,1876,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 20:00,1792,1828,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 21:00,1739,1843,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 22:00,1655,1816,1hour,UCSB > UCSB Library
UCSB Library,03/10/2022 23:00,1285,1533,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 00:00,858,1076,1hour,UCSB > UCSB Library
